"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:1903015"	"regulation of exo-alpha-sialidase activity"	"BP"	2	0	1
"GO:0033082"	"regulation of extrathymic T cell differentiation"	"BP"	2	0	1
"GO:1904020"	"regulation of G protein-coupled receptor internalization"	"BP"	2	0	1
"GO:1905936"	"regulation of germ cell proliferation"	"BP"	2	0	1
"GO:1900166"	"regulation of glial cell-derived neurotrophic factor secretion"	"BP"	2	0	1
"GO:0051946"	"regulation of glutamate uptake involved in transmission of nerve impulse"	"BP"	2	0	1
"GO:1903786"	"regulation of glutathione biosynthetic process"	"BP"	2	0	1
"GO:0072363"	"regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter"	"BP"	2	0	1
"GO:1904708"	"regulation of granulosa cell apoptotic process"	"BP"	2	0	1
"GO:1903547"	"regulation of growth hormone activity"	"BP"	2	0	1
"GO:0100012"	"regulation of heart induction by canonical Wnt signaling pathway"	"BP"	2	0	1
"GO:0090081"	"regulation of heart induction by regulation of canonical Wnt signaling pathway"	"BP"	2	0	1
"GO:0003064"	"regulation of heart rate by hormone"	"BP"	2	0	1
"GO:0070453"	"regulation of heme biosynthetic process"	"BP"	2	0	1
"GO:1900109"	"regulation of histone H3-K9 dimethylation"	"BP"	2	0	1
"GO:0050666"	"regulation of homocysteine metabolic process"	"BP"	2	0	1
"GO:1900104"	"regulation of hyaluranon cable assembly"	"BP"	2	0	1
"GO:1903383"	"regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway"	"BP"	2	0	1
"GO:1905702"	"regulation of inhibitory synapse assembly"	"BP"	2	0	1
"GO:0070103"	"regulation of interleukin-6-mediated signaling pathway"	"BP"	2	0	1
"GO:0060730"	"regulation of intestinal epithelial structure maintenance"	"BP"	2	0	1
"GO:2000312"	"regulation of kainate selective glutamate receptor activity"	"BP"	2	0	1
"GO:1900234"	"regulation of Kit signaling pathway"	"BP"	2	0	1
"GO:0010963"	"regulation of L-arginine import"	"BP"	2	0	1
"GO:0072368"	"regulation of lipid transport by negative regulation of transcription from RNA polymerase II promoter"	"BP"	2	0	1
"GO:1904059"	"regulation of locomotor rhythm"	"BP"	2	0	1
"GO:0140212"	"regulation of long-chain fatty acid import into cell"	"BP"	2	0	1
"GO:0002911"	"regulation of lymphocyte anergy"	"BP"	2	0	1
"GO:0097213"	"regulation of lysosomal membrane permeability"	"BP"	2	0	1
"GO:1905301"	"regulation of macropinocytosis"	"BP"	2	0	1
"GO:1904907"	"regulation of maintenance of mitotic sister chromatid cohesion, telomeric"	"BP"	2	0	1
"GO:2000254"	"regulation of male germ cell proliferation"	"BP"	2	0	1
"GO:0070666"	"regulation of mast cell proliferation"	"BP"	2	0	1
"GO:1904464"	"regulation of matrix metallopeptidase secretion"	"BP"	2	0	1
"GO:2001176"	"regulation of mediator complex assembly"	"BP"	2	0	1
"GO:1902908"	"regulation of melanosome transport"	"BP"	2	0	1
"GO:1902630"	"regulation of membrane hyperpolarization"	"BP"	2	0	1
"GO:1900211"	"regulation of mesenchymal cell apoptotic process involved in metanephros development"	"BP"	2	0	1
"GO:2000790"	"regulation of mesenchymal cell proliferation involved in lung development"	"BP"	2	0	1
"GO:1902962"	"regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process"	"BP"	2	0	1
"GO:0072301"	"regulation of metanephric glomerular mesangial cell proliferation"	"BP"	2	0	1
"GO:0072298"	"regulation of metanephric glomerulus development"	"BP"	2	0	1
"GO:2000855"	"regulation of mineralocorticoid secretion"	"BP"	2	0	1
"GO:1905616"	"regulation of miRNA mediated inhibition of translation"	"BP"	2	0	1
"GO:1905706"	"regulation of mitochondrial ATP synthesis coupled proton transport"	"BP"	2	0	1
"GO:1903108"	"regulation of mitochondrial transcription"	"BP"	2	0	1
"GO:1904289"	"regulation of mitotic DNA damage checkpoint"	"BP"	2	0	1
"GO:2000815"	"regulation of mRNA stability involved in response to oxidative stress"	"BP"	2	0	1
"GO:0032826"	"regulation of natural killer cell differentiation involved in immune response"	"BP"	2	0	1
"GO:0070950"	"regulation of neutrophil mediated killing of bacterium"	"BP"	2	0	1
"GO:0070951"	"regulation of neutrophil mediated killing of gram-negative bacterium"	"BP"	2	0	1
"GO:1905258"	"regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway"	"BP"	2	0	1
"GO:1900107"	"regulation of nodal signaling pathway"	"BP"	2	0	1
"GO:0070428"	"regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway"	"BP"	2	0	1
"GO:2000819"	"regulation of nucleotide-excision repair"	"BP"	2	0	1
"GO:2000474"	"regulation of opioid receptor signaling pathway"	"BP"	2	0	1
"GO:0060278"	"regulation of ovulation"	"BP"	2	0	1
"GO:2000374"	"regulation of oxygen metabolic process"	"BP"	2	0	1
"GO:0043456"	"regulation of pentose-phosphate shunt"	"BP"	2	0	1
"GO:1905684"	"regulation of plasma membrane repair"	"BP"	2	0	1
"GO:1905696"	"regulation of polysome binding"	"BP"	2	0	1
"GO:0090065"	"regulation of production of siRNA involved in RNA interference"	"BP"	2	0	1
"GO:0060584"	"regulation of prostaglandin-endoperoxide synthase activity"	"BP"	2	0	1
"GO:0090283"	"regulation of protein glycosylation in Golgi"	"BP"	2	0	1
"GO:1901093"	"regulation of protein homotetramerization"	"BP"	2	0	1
"GO:1903004"	"regulation of protein K63-linked deubiquitination"	"BP"	2	0	1
"GO:1903567"	"regulation of protein localization to ciliary membrane"	"BP"	2	0	1
"GO:1905550"	"regulation of protein localization to endoplasmic reticulum"	"BP"	2	0	1
"GO:0150031"	"regulation of protein localization to lysosome"	"BP"	2	0	1
"GO:1903921"	"regulation of protein processing in phagocytic vesicle"	"BP"	2	0	1
"GO:1901090"	"regulation of protein tetramerization"	"BP"	2	0	1
"GO:1905271"	"regulation of proton-transporting ATP synthase activity, rotational mechanism"	"BP"	2	0	1
"GO:2001228"	"regulation of response to gamma radiation"	"BP"	2	0	1
"GO:1900052"	"regulation of retinoic acid biosynthetic process"	"BP"	2	0	1
"GO:0099178"	"regulation of retrograde trans-synaptic signaling by endocanabinoid"	"BP"	2	0	1
"GO:2000156"	"regulation of retrograde vesicle-mediated transport, Golgi to ER"	"BP"	2	0	1
"GO:0046877"	"regulation of saliva secretion"	"BP"	2	0	1
"GO:0061088"	"regulation of sequestering of zinc ion"	"BP"	2	0	1
"GO:0150003"	"regulation of spontaneous synaptic transmission"	"BP"	2	0	1
"GO:0099179"	"regulation of synaptic membrane adhesion"	"BP"	2	0	1
"GO:0002667"	"regulation of T cell anergy"	"BP"	2	0	1
"GO:2000328"	"regulation of T-helper 17 cell lineage commitment"	"BP"	2	0	1
"GO:1904882"	"regulation of telomerase catalytic core complex assembly"	"BP"	2	0	1
"GO:2000224"	"regulation of testosterone biosynthetic process"	"BP"	2	0	1
"GO:1901463"	"regulation of tetrapyrrole biosynthetic process"	"BP"	2	0	1
"GO:0086092"	"regulation of the force of heart contraction by cardiac conduction"	"BP"	2	0	1
"GO:0034155"	"regulation of toll-like receptor 7 signaling pathway"	"BP"	2	0	1
"GO:1903939"	"regulation of TORC2 signaling"	"BP"	2	0	1
"GO:0061394"	"regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance"	"BP"	2	0	1
"GO:1900094"	"regulation of transcription from RNA polymerase II promoter involved in determination of left/right symmetry"	"BP"	2	0	1
"GO:0060994"	"regulation of transcription from RNA polymerase II promoter involved in kidney development"	"BP"	2	0	1
"GO:0036496"	"regulation of translational initiation by eIF2 alpha dephosphorylation"	"BP"	2	0	1
"GO:0071262"	"regulation of translational initiation in response to starvation"	"BP"	2	0	1
"GO:0001803"	"regulation of type III hypersensitivity"	"BP"	2	0	1
"GO:0010795"	"regulation of ubiquinone biosynthetic process"	"BP"	2	0	1
"GO:2000395"	"regulation of ubiquitin-dependent endocytosis"	"BP"	2	0	1
"GO:0106020"	"regulation of vesicle docking"	"BP"	2	0	1
"GO:1905424"	"regulation of Wnt-mediated midbrain dopaminergic neuron differentiation"	"BP"	2	0	1
"GO:0097017"	"renal protein absorption"	"BP"	2	0	1
"GO:0072739"	"response to anisomycin"	"BP"	2	0	1
"GO:0070781"	"response to biotin"	"BP"	2	0	1
"GO:1904975"	"response to bleomycin"	"BP"	2	0	1
"GO:0010157"	"response to chlorate"	"BP"	2	0	1
"GO:0061847"	"response to cholecystokinin"	"BP"	2	0	1
"GO:0033590"	"response to cobalamin"	"BP"	2	0	1
"GO:0072737"	"response to diamide"	"BP"	2	0	1
"GO:0009644"	"response to high light intensity"	"BP"	2	0	1
"GO:1990418"	"response to insulin-like growth factor stimulus"	"BP"	2	0	1
"GO:0070541"	"response to platinum ion"	"BP"	2	0	1
"GO:1990637"	"response to prolactin"	"BP"	2	0	1
"GO:0034696"	"response to prostaglandin F"	"BP"	2	0	1
"GO:0046684"	"response to pyrethroid"	"BP"	2	0	1
"GO:1901355"	"response to rapamycin"	"BP"	2	0	1
"GO:1904481"	"response to tetrahydrofolate"	"BP"	2	0	1
"GO:0046666"	"retinal cell programmed cell death"	"BP"	2	0	1
"GO:0034633"	"retinol transport"	"BP"	2	0	1
"GO:0035526"	"retrograde transport, plasma membrane to Golgi"	"BP"	2	0	1
"GO:1990116"	"ribosome-associated ubiquitin-dependent protein catabolic process"	"BP"	2	0	1
"GO:0106005"	"RNA 5'-cap (guanine-N7)-methylation"	"BP"	2	0	1
"GO:0070476"	"rRNA (guanine-N7)-methylation"	"BP"	2	0	1
"GO:0006407"	"rRNA export from nucleus"	"BP"	2	0	1
"GO:1901052"	"sarcosine metabolic process"	"BP"	2	0	1
"GO:0061792"	"secretory granule maturation"	"BP"	2	0	1
"GO:0016260"	"selenocysteine biosynthetic process"	"BP"	2	0	1
"GO:1900220"	"semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis"	"BP"	2	0	1
"GO:0050915"	"sensory perception of sour taste"	"BP"	2	0	1
"GO:0050975"	"sensory perception of touch"	"BP"	2	0	1
"GO:0031106"	"septin ring organization"	"BP"	2	0	1
"GO:0038098"	"sequestering of BMP from receptor via BMP binding"	"BP"	2	0	1
"GO:0006434"	"seryl-tRNA aminoacylation"	"BP"	2	0	1
"GO:0016107"	"sesquiterpenoid catabolic process"	"BP"	2	0	1
"GO:0006714"	"sesquiterpenoid metabolic process"	"BP"	2	0	1
"GO:0015891"	"siderophore transport"	"BP"	2	0	1
"GO:0072434"	"signal transduction involved in mitotic G2 DNA damage checkpoint"	"BP"	2	0	1
"GO:0060921"	"sinoatrial node cell differentiation"	"BP"	2	0	1
"GO:0003163"	"sinoatrial node development"	"BP"	2	0	1
"GO:1902766"	"skeletal muscle satellite cell migration"	"BP"	2	0	1
"GO:0048630"	"skeletal muscle tissue growth"	"BP"	2	0	1
"GO:0031444"	"slow-twitch skeletal muscle fiber contraction"	"BP"	2	0	1
"GO:0051563"	"smooth endoplasmic reticulum calcium ion homeostasis"	"BP"	2	0	1
"GO:0016077"	"snoRNA catabolic process"	"BP"	2	0	1
"GO:0071050"	"snoRNA polyadenylation"	"BP"	2	0	1
"GO:0060126"	"somatotropin secreting cell differentiation"	"BP"	2	0	1
"GO:0065001"	"specification of axis polarity"	"BP"	2	0	1
"GO:0042713"	"sperm ejaculation"	"BP"	2	0	1
"GO:0097724"	"sperm flagellum movement"	"BP"	2	0	1
"GO:1905419"	"sperm flagellum movement involved in flagellated sperm motility"	"BP"	2	0	1
"GO:0035093"	"spermatogenesis, exchange of chromosomal proteins"	"BP"	2	0	1
"GO:0007284"	"spermatogonial cell division"	"BP"	2	0	1
"GO:0006597"	"spermine biosynthetic process"	"BP"	2	0	1
"GO:0046208"	"spermine catabolic process"	"BP"	2	0	1
"GO:0006668"	"sphinganine-1-phosphate metabolic process"	"BP"	2	0	1
"GO:0051230"	"spindle disassembly"	"BP"	2	0	1
"GO:0000390"	"spliceosomal complex disassembly"	"BP"	2	0	1
"GO:0097532"	"stress response to acid chemical"	"BP"	2	0	1
"GO:0015770"	"sucrose transport"	"BP"	2	0	1
"GO:0019417"	"sulfur oxidation"	"BP"	2	0	1
"GO:0021718"	"superior olivary nucleus development"	"BP"	2	0	1
"GO:0021722"	"superior olivary nucleus maturation"	"BP"	2	0	1
"GO:0071109"	"superior temporal gyrus development"	"BP"	2	0	1
"GO:0060370"	"susceptibility to T cell mediated cytotoxicity"	"BP"	2	0	1
"GO:0016182"	"synaptic vesicle budding from endosome"	"BP"	2	0	1
"GO:0070194"	"synaptonemal complex disassembly"	"BP"	2	0	1
"GO:0002870"	"T cell anergy"	"BP"	2	0	1
"GO:0001777"	"T cell homeostatic proliferation"	"BP"	2	0	1
"GO:0035711"	"T-helper 1 cell activation"	"BP"	2	0	1
"GO:0007217"	"tachykinin receptor signaling pathway"	"BP"	2	0	1
"GO:0042412"	"taurine biosynthetic process"	"BP"	2	0	1
"GO:1904868"	"telomerase catalytic core complex assembly"	"BP"	2	0	1
"GO:0034398"	"telomere tethering at nuclear periphery"	"BP"	2	0	1
"GO:0031627"	"telomeric loop formation"	"BP"	2	0	1
"GO:0006393"	"termination of mitochondrial transcription"	"BP"	2	0	1
"GO:0016115"	"terpenoid catabolic process"	"BP"	2	0	1
"GO:0046865"	"terpenoid transport"	"BP"	2	0	1
"GO:0042357"	"thiamine diphosphate metabolic process"	"BP"	2	0	1
"GO:0006772"	"thiamine metabolic process"	"BP"	2	0	1
"GO:0030974"	"thiamine pyrophosphate transmembrane transport"	"BP"	2	0	1
"GO:0071934"	"thiamine transmembrane transport"	"BP"	2	0	1
"GO:0001966"	"thigmotaxis"	"BP"	2	0	1
"GO:1901337"	"thioester transport"	"BP"	2	0	1
"GO:0046105"	"thymidine biosynthetic process"	"BP"	2	0	1
"GO:0060129"	"thyroid-stimulating hormone-secreting cell differentiation"	"BP"	2	0	1
"GO:0071847"	"TNFSF11-mediated signaling pathway"	"BP"	2	0	1
"GO:0002461"	"tolerance induction dependent upon immune response"	"BP"	2	0	1
"GO:0034146"	"toll-like receptor 5 signaling pathway"	"BP"	2	0	1
"GO:0061153"	"trachea gland development"	"BP"	2	0	1
"GO:0061152"	"trachea submucosa development"	"BP"	2	0	1
"GO:0035669"	"TRAM-dependent toll-like receptor 4 signaling pathway"	"BP"	2	0	1
"GO:0035668"	"TRAM-dependent toll-like receptor signaling pathway"	"BP"	2	0	1
"GO:0006391"	"transcription initiation from mitochondrial promoter"	"BP"	2	0	1
"GO:0001172"	"transcription, RNA-templated"	"BP"	2	0	1
"GO:0036511"	"trimming of first mannose on A branch"	"BP"	2	0	1
"GO:0036512"	"trimming of second mannose on A branch"	"BP"	2	0	1
"GO:0036509"	"trimming of terminal mannose on B branch"	"BP"	2	0	1
"GO:0035443"	"tripeptide transmembrane transport"	"BP"	2	0	1
"GO:0006722"	"triterpenoid metabolic process"	"BP"	2	0	1
"GO:0002946"	"tRNA C5-cytosine methylation"	"BP"	2	0	1
"GO:0002940"	"tRNA N2-guanine methylation"	"BP"	2	0	1
"GO:0070329"	"tRNA seleno-modification"	"BP"	2	0	1
"GO:0002100"	"tRNA wobble adenosine to inosine editing"	"BP"	2	0	1
"GO:0006436"	"tryptophanyl-tRNA aminoacylation"	"BP"	2	0	1
"GO:0001802"	"type III hypersensitivity"	"BP"	2	0	1
"GO:0001806"	"type IV hypersensitivity"	"BP"	2	0	1
"GO:0006437"	"tyrosyl-tRNA aminoacylation"	"BP"	2	0	1
"GO:1903241"	"U2-type prespliceosome assembly"	"BP"	2	0	1
"GO:0072334"	"UDP-galactose transmembrane transport"	"BP"	2	0	1
"GO:0006258"	"UDP-glucose catabolic process"	"BP"	2	0	1
"GO:0097359"	"UDP-glucosylation"	"BP"	2	0	1
"GO:0015787"	"UDP-glucuronic acid transmembrane transport"	"BP"	2	0	1
"GO:0015789"	"UDP-N-acetylgalactosamine transmembrane transport"	"BP"	2	0	1
"GO:0009826"	"unidimensional cell growth"	"BP"	2	0	1
"GO:0034418"	"urate biosynthetic process"	"BP"	2	0	1
"GO:0015862"	"uridine transport"	"BP"	2	0	1
"GO:0032796"	"uropod organization"	"BP"	2	0	1
"GO:0006780"	"uroporphyrinogen III biosynthetic process"	"BP"	2	0	1
"GO:0046502"	"uroporphyrinogen III metabolic process"	"BP"	2	0	1
"GO:0006624"	"vacuolar protein processing"	"BP"	2	0	1
"GO:0097576"	"vacuole fusion"	"BP"	2	0	1
"GO:0042144"	"vacuole fusion, non-autophagic"	"BP"	2	0	1
"GO:0009099"	"valine biosynthetic process"	"BP"	2	0	1
"GO:0006438"	"valyl-tRNA aminoacylation"	"BP"	2	0	1
"GO:0036324"	"vascular endothelial growth factor receptor-2 signaling pathway"	"BP"	2	0	1
"GO:0036111"	"very long-chain fatty-acyl-CoA metabolic process"	"BP"	2	0	1
"GO:0048203"	"vesicle targeting, trans-Golgi to endosome"	"BP"	2	0	1
"GO:0099044"	"vesicle tethering to endoplasmic reticulum"	"BP"	2	0	1
"GO:0021650"	"vestibulocochlear nerve formation"	"BP"	2	0	1
"GO:0019072"	"viral genome packaging"	"BP"	2	0	1
"GO:0019074"	"viral RNA genome packaging"	"BP"	2	0	1
"GO:0019075"	"virus maturation"	"BP"	2	0	1
"GO:0042377"	"vitamin K catabolic process"	"BP"	2	0	1
"GO:0042365"	"water-soluble vitamin catabolic process"	"BP"	2	0	1
"GO:0010025"	"wax biosynthetic process"	"BP"	2	0	1
"GO:0010166"	"wax metabolic process"	"BP"	2	0	1
"GO:0061289"	"Wnt signaling pathway involved in kidney development"	"BP"	2	0	1
"GO:0019470"	"4-hydroxyproline catabolic process"	"BP"	3	0	1
"GO:1901374"	"acetate ester transport"	"BP"	3	0	1
"GO:0090427"	"activation of meiosis"	"BP"	3	0	1
"GO:0002541"	"activation of plasma proteins involved in acute inflammatory response"	"BP"	3	0	1
"GO:1902616"	"acyl carnitine transmembrane transport"	"BP"	3	0	1
"GO:0046222"	"aflatoxin metabolic process"	"BP"	3	0	1
"GO:0006419"	"alanyl-tRNA aminoacylation"	"BP"	3	0	1
"GO:0080144"	"amino acid homeostasis"	"BP"	3	0	1
"GO:0006579"	"amino-acid betaine catabolic process"	"BP"	3	0	1
"GO:0010260"	"animal organ senescence"	"BP"	3	0	1
"GO:0098937"	"anterograde dendritic transport"	"BP"	3	0	1
"GO:0002477"	"antigen processing and presentation of exogenous peptide antigen via MHC class Ib"	"BP"	3	0	1
"GO:0006420"	"arginyl-tRNA aminoacylation"	"BP"	3	0	1
"GO:0009073"	"aromatic amino acid family biosynthetic process"	"BP"	3	0	1
"GO:0006421"	"asparaginyl-tRNA aminoacylation"	"BP"	3	0	1
"GO:0002339"	"B cell selection"	"BP"	3	0	1
"GO:0006288"	"base-excision repair, DNA ligation"	"BP"	3	0	1
"GO:0030573"	"bile acid catabolic process"	"BP"	3	0	1
"GO:0060681"	"branch elongation involved in ureteric bud branching"	"BP"	3	0	1
"GO:0090116"	"C-5 methylation of cytosine"	"BP"	3	0	1
"GO:0070574"	"cadmium ion transmembrane transport"	"BP"	3	0	1
"GO:0015691"	"cadmium ion transport"	"BP"	3	0	1
"GO:1990036"	"calcium ion import into sarcoplasmic reticulum"	"BP"	3	0	1
"GO:0038171"	"cannabinoid signaling pathway"	"BP"	3	0	1
"GO:0002191"	"cap-dependent translational initiation"	"BP"	3	0	1
"GO:0061026"	"cardiac muscle tissue regeneration"	"BP"	3	0	1
"GO:0060920"	"cardiac pacemaker cell differentiation"	"BP"	3	0	1
"GO:0090679"	"cell differentiation involved in phenotypic switching"	"BP"	3	0	1
