Drug,X,VCFG_Compound_Plate_ID,Patient,Treatment,WellID,Perc_FC,Bin,ZScore,Dose,Group_CTG,Pathway_original,Target_original,Target ,Pathway
PHA-793887,915,D05,yPMK295_LT,PHA-793887_5,C05,122.942,HI,0.941,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
PHA-793887,1021,D05,yPDB516_LT1,PHA-793887_0.5,F05,71.722,CV2,-1.999,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
PHA-793887,1023,D05,yPMK295_LT,PHA-793887_0.5,F05,102.285,CV1,-0.097,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
PHA-793887,913,D05,yPDB516_LT1,PHA-793887_5,C05,59.09,CV2,-2.843,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
PHA-793887,914,D05,yPJF520_LT1,PHA-793887_5,C05,72.549,CV2,-0.922,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Purvalanol A,3069,D15,yPMK295_LT,Purvalanol A_5,C03,89.114,CV1,-1.777,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Purvalanol A,3177,D15,yPMK295_LT,Purvalanol A_0.5,F03,97.47,CV1,-0.4,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Purvalanol A,3176,D15,yPJF520_LT1,Purvalanol A_0.5,F03,107.764,CV1,0.327,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Purvalanol A,3067,D15,yPDB516_LT1,Purvalanol A_5,C03,84.643,CV1,-1.037,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Purvalanol A,3175,D15,yPDB516_LT1,Purvalanol A_0.5,F03,72.59,CV2,-1.555,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Purvalanol A,3068,D15,yPJF520_LT1,Purvalanol A_5,C03,143.61,HI,1.772,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
R547,1602,D08,yPMK295_LT,R547_5,D06,19.96,LC,-11.727,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
R547,1600,D08,yPDB516_LT1,R547_5,D06,2.299,LC,-10.417,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
R547,1710,D08,yPMK295_LT,R547_0.5,G06,104.425,CV1,0.672,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
R547,1708,D08,yPDB516_LT1,R547_0.5,G06,104.723,CV1,0.437,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
R547,1709,D08,yPJF520_LT1,R547_0.5,G06,80.39,CV1,-1.68,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
R547,1601,D08,yPJF520_LT1,R547_5,D06,7.066,LC,-8.345,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Ro-3306,2947,D14,yPDB516_LT1,Ro-3306_0.5,E11,93.959,CV1,-0.53,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Ro-3306,2949,D14,yPMK295_LT,Ro-3306_0.5,E11,104.789,CV1,0.799,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Ro-3306,2948,D14,yPJF520_LT1,Ro-3306_0.5,E11,72.789,CV2,-1.607,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Ro-3306,2841,D14,yPMK295_LT,Ro-3306_5,B11,109.39,CV1,1.268,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Ro-3306,2840,D14,yPJF520_LT1,Ro-3306_5,B11,85.225,CV1,-0.911,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Ro-3306,2839,D14,yPDB516_LT1,Ro-3306_5,B11,93.101,CV1,-0.594,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Roscovitine (Seliciclib_CYC202),492,D03,yPMK295_LT,Roscovitine (Seliciclib_CYC202)_5,C08,104.551,CV1,0.906,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Roscovitine (Seliciclib_CYC202),599,D03,yPJF520_LT1,Roscovitine (Seliciclib_CYC202)_0.5,F08,110.994,CV1,0.33,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Roscovitine (Seliciclib_CYC202),600,D03,yPMK295_LT,Roscovitine (Seliciclib_CYC202)_0.5,F08,100.224,CV1,0.33,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Roscovitine (Seliciclib_CYC202),490,D03,yPDB516_LT1,Roscovitine (Seliciclib_CYC202)_5,C08,109.023,CV1,0.452,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Roscovitine (Seliciclib_CYC202),491,D03,yPJF520_LT1,Roscovitine (Seliciclib_CYC202)_5,C08,107.595,CV1,0.233,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Roscovitine (Seliciclib_CYC202),598,D03,yPDB516_LT1,Roscovitine (Seliciclib_CYC202)_0.5,F08,114.762,CV1,0.667,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SNS-032 (BMS-387032),596,D03,yPJF520_LT1,SNS-032 (BMS-387032)_0.5,F07,95.222,CV1,-0.121,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SNS-032 (BMS-387032),488,D03,yPJF520_LT1,SNS-032 (BMS-387032)_5,C07,5.681,LC,-2.68,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SNS-032 (BMS-387032),487,D03,yPDB516_LT1,SNS-032 (BMS-387032)_5,C07,0.436,LC,-3.621,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SNS-032 (BMS-387032),597,D03,yPMK295_LT,SNS-032 (BMS-387032)_0.5,F07,88.298,CV1,-1.257,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SNS-032 (BMS-387032),489,D03,yPMK295_LT,SNS-032 (BMS-387032)_5,C07,15.571,LC,-10.938,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SNS-032 (BMS-387032),595,D03,yPDB516_LT1,SNS-032 (BMS-387032)_0.5,F07,113.3,CV1,0.613,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SU9516,2972,D14,yPJF520_LT1,SU9516_0.5,F07,45.879,CV2,-3.114,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SU9516,2973,D14,yPMK295_LT,SU9516_0.5,F07,95.511,CV1,-0.148,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SU9516,2971,D14,yPDB516_LT1,SU9516_0.5,F07,106.934,CV1,0.429,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SU9516,2863,D14,yPDB516_LT1,SU9516_5,C07,104.02,CV1,0.213,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SU9516,2864,D14,yPJF520_LT1,SU9516_5,C07,55.559,CV2,-2.572,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
SU9516,2865,D14,yPMK295_LT,SU9516_5,C07,106.616,CV1,0.985,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
TG003,2788,D13,yPDB516_LT1,TG003_0.5,G06,116.403,CV1,1.017,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
TG003,2681,D13,yPJF520_LT1,TG003_5,D06,240.679,HI,10.944,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
TG003,2789,D13,yPJF520_LT1,TG003_0.5,G06,116.288,CV1,1.607,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
TG003,2682,D13,yPMK295_LT,TG003_5,D06,105.641,CV1,13.357,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
TG003,2790,D13,yPMK295_LT,TG003_0.5,G06,122.014,HI,33.447,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
TG003,2680,D13,yPDB516_LT1,TG003_5,D06,96.681,CV1,-0.425,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BI 2536,584,D03,yPJF520_LT1,BI 2536_0.5,F03,11.168,LC,-2.523,0.5,Hit,Others,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
BI 2536,475,D03,yPDB516_LT1,BI 2536_5,C03,13.994,LC,-3.113,5,Hit,Others,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
BI 2536,477,D03,yPMK295_LT,BI 2536_5,C03,23.798,LC,-9.843,5,Hit,Others,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
BI 2536,476,D03,yPJF520_LT1,BI 2536_5,C03,17.699,LC,-2.337,5,Hit,Others,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
BI 2536,585,D03,yPMK295_LT,BI 2536_0.5,F03,51.353,CV2,-6.175,0.5,No hit,Others,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
BI 2536,583,D03,yPDB516_LT1,BI 2536_0.5,F03,7.602,LC,-3.353,0.5,Hit,Others,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
GSK461364,1284,D06,yPMK295_LT,GSK461364_0.5,G08,46.325,LC,-4.319,0.5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
GSK461364,1176,D06,yPMK295_LT,GSK461364_5,D08,12.078,LC,-6.888,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
GSK461364,1175,D06,yPJF520_LT1,GSK461364_5,D08,13.096,LC,-8.565,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
GSK461364,1174,D06,yPDB516_LT1,GSK461364_5,D08,42.905,LC,-3.518,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
GSK461364,1282,D06,yPDB516_LT1,GSK461364_0.5,G08,6.684,LC,-5.759,0.5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
GSK461364,1283,D06,yPJF520_LT1,GSK461364_0.5,G08,11.251,LC,-8.747,0.5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
HMN-214,1056,D05,yPMK295_LT,HMN-214_0.5,G04,119.404,CV1,0.763,0.5,No hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
HMN-214,947,D05,yPJF520_LT1,HMN-214_5,D04,11.281,LC,-3.334,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
HMN-214,948,D05,yPMK295_LT,HMN-214_5,D04,50.426,CV2,-2.701,5,No hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
HMN-214,1054,D05,yPDB516_LT1,HMN-214_0.5,G04,86.673,CV1,-1,0.5,No hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
HMN-214,946,D05,yPDB516_LT1,HMN-214_5,D04,1.323,LC,-6.702,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
HMN-214,1055,D05,yPJF520_LT1,HMN-214_0.5,G04,123.52,HI,1.085,0.5,No hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Rigosertib (ON-01910),818,D04,yPJF520_LT1,Rigosertib (ON-01910)_0.5,F09,144.069,HI,1.423,0.5,No hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Rigosertib (ON-01910),817,D04,yPDB516_LT1,Rigosertib (ON-01910)_0.5,F09,128.573,HI,1.511,0.5,No hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Rigosertib (ON-01910),711,D04,yPMK295_LT,Rigosertib (ON-01910)_5,C09,38.889,LC,-7.778,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Rigosertib (ON-01910),709,D04,yPDB516_LT1,Rigosertib (ON-01910)_5,C09,1.706,LC,-7.049,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Rigosertib (ON-01910),819,D04,yPMK295_LT,Rigosertib (ON-01910)_0.5,F09,124.184,HI,3.187,0.5,No hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Rigosertib (ON-01910),710,D04,yPJF520_LT1,Rigosertib (ON-01910)_5,C09,24.105,LC,-1.303,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Ro3280,2588,D12,yPJF520_LT1,Ro3280_0.5,G11,79.2,CV2,-1.243,0.5,No hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Ro3280,2480,D12,yPJF520_LT1,Ro3280_5,D11,8.606,LC,-6.966,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Ro3280,2589,D12,yPMK295_LT,Ro3280_0.5,G11,41.48,LC,-13.869,0.5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Ro3280,2587,D12,yPDB516_LT1,Ro3280_0.5,G11,6.063,LC,-11.97,0.5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Ro3280,2479,D12,yPDB516_LT1,Ro3280_5,D11,15.035,LC,-10.844,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Ro3280,2481,D12,yPMK295_LT,Ro3280_5,D11,24.94,LC,-17.52,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Volasertib (BI 6727),1311,D07,yPMK295_LT,Volasertib (BI 6727)_5,B05,3.469,LC,-11.541,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Volasertib (BI 6727),1419,D07,yPMK295_LT,Volasertib (BI 6727)_0.5,E05,44.273,LC,-6.769,0.5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Volasertib (BI 6727),1309,D07,yPDB516_LT1,Volasertib (BI 6727)_5,B05,21.661,LC,-8.565,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Volasertib (BI 6727),1310,D07,yPJF520_LT1,Volasertib (BI 6727)_5,B05,1.677,LC,-4.651,5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Volasertib (BI 6727),1417,D07,yPDB516_LT1,Volasertib (BI 6727)_0.5,E05,7.724,LC,-10.064,0.5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
Volasertib (BI 6727),1418,D07,yPJF520_LT1,Volasertib (BI 6727)_0.5,E05,11.18,LC,-4.186,0.5,Hit,Cell Cycle,PLK,PLK1/CDK/c-myc/Rho,cell-cycle progression 
EHop-016,2646,D13,yPMK295_LT,EHop-016_5,C06,39.95,LC,-67.248,5,Hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
EHop-016,2645,D13,yPJF520_LT1,EHop-016_5,C06,21.547,LC,-5.503,5,Hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
EHop-016,2754,D13,yPMK295_LT,EHop-016_0.5,F06,135.146,HI,49.561,0.5,No hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
EHop-016,2644,D13,yPDB516_LT1,EHop-016_5,C06,98.033,CV1,-0.326,5,No hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
EHop-016,2752,D13,yPDB516_LT1,EHop-016_0.5,F06,98.35,CV1,-0.303,0.5,No hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
EHop-016,2753,D13,yPJF520_LT1,EHop-016_0.5,F06,135.2,HI,3.027,0.5,No hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
NSC 23766,3346,D16,yPDB516_LT1,NSC 23766_0.5,E03,89.412,CV1,-0.866,0.5,No hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
NSC 23766,3347,D16,yPJF520_LT1,NSC 23766_0.5,E03,129.961,HI,3.225,0.5,No hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
NSC 23766,3248,D16,yPJF520_LT1,NSC 23766_5,B03,101.151,CV1,-0.268,5,No hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
NSC 23766,3249,D16,yPMK295_LT,NSC 23766_5,B03,98.749,CV1,-0.059,5,No hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
NSC 23766,3247,D16,yPDB516_LT1,NSC 23766_5,B03,91.622,CV1,-0.72,5,No hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
NSC 23766,3348,D16,yPMK295_LT,NSC 23766_0.5,E03,111.759,CV1,1.658,0.5,No hit,Cell Cycle,Rac,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
GSK429286A,875,D05,yPJF520_LT1,GSK429286A_5,B04,83.522,CV1,-0.49,5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
GSK429286A,984,D05,yPMK295_LT,GSK429286A_0.5,E04,110.257,CV1,0.304,0.5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
GSK429286A,876,D05,yPMK295_LT,GSK429286A_5,B04,153.652,HI,2.483,5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
GSK429286A,982,D05,yPDB516_LT1,GSK429286A_0.5,E04,95.608,CV1,-0.403,0.5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
GSK429286A,874,D05,yPDB516_LT1,GSK429286A_5,B04,67.111,CV2,-2.307,5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
GSK429286A,983,D05,yPJF520_LT1,GSK429286A_0.5,E04,91.206,CV1,-0.188,0.5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
RKI-1447,2545,D12,yPDB516_LT1,RKI-1447_0.5,F09,85.234,CV1,-2.032,0.5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
RKI-1447,2547,D12,yPMK295_LT,RKI-1447_0.5,F09,98.107,CV1,-1.372,0.5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
RKI-1447,2439,D12,yPMK295_LT,RKI-1447_5,C09,101.549,CV1,-0.613,5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
RKI-1447,2437,D12,yPDB516_LT1,RKI-1447_5,C09,91.561,CV1,-1.238,5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
RKI-1447,2546,D12,yPJF520_LT1,RKI-1447_0.5,F09,83.654,CV1,-0.882,0.5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
RKI-1447,2438,D12,yPJF520_LT1,RKI-1447_5,C09,68.173,CV2,-2.137,5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
Thiazovivin,752,D04,yPJF520_LT1,Thiazovivin_5,D11,75.2,CV2,-0.142,5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
Thiazovivin,751,D04,yPDB516_LT1,Thiazovivin_5,D11,96.638,CV1,-0.644,5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
Thiazovivin,861,D04,yPMK295_LT,Thiazovivin_0.5,G11,99.843,CV1,0.058,0.5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
Thiazovivin,860,D04,yPJF520_LT1,Thiazovivin_0.5,G11,97.548,CV1,0.366,0.5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
Thiazovivin,753,D04,yPMK295_LT,Thiazovivin_5,D11,126.184,HI,3.444,5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
Thiazovivin,859,D04,yPDB516_LT1,Thiazovivin_0.5,G11,114.426,CV1,0.556,0.5,No hit,Cell Cycle,ROCK,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
BI-D1870,2101,D10,yPDB516_LT1,BI-D1870_0.5,F05,77.466,CV2,-1.826,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
BI-D1870,2102,D10,yPJF520_LT1,BI-D1870_0.5,F05,102.234,CV1,-0.007,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
BI-D1870,1994,D10,yPJF520_LT1,BI-D1870_5,C05,108.029,CV1,0.3,5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
BI-D1870,1995,D10,yPMK295_LT,BI-D1870_5,C05,108.003,CV1,3.053,5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
BI-D1870,2103,D10,yPMK295_LT,BI-D1870_0.5,F05,94.099,CV1,-0.894,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
BI-D1870,1993,D10,yPDB516_LT1,BI-D1870_5,C05,73.595,CV2,-2.132,5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJH685,3215,D15,yPJF520_LT1,LJH685_0.5,G04,185.024,HI,3.441,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJH685,3216,D15,yPMK295_LT,LJH685_0.5,G04,104.864,CV1,0.819,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJH685,3108,D15,yPMK295_LT,LJH685_5,D04,117.02,CV1,2.822,5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJH685,3107,D15,yPJF520_LT1,LJH685_5,D04,122.077,HI,0.904,5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJH685,3214,D15,yPDB516_LT1,LJH685_0.5,G04,76.81,CV2,-1.373,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJH685,3106,D15,yPDB516_LT1,LJH685_5,D04,97.319,CV1,-0.492,5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJI308,3147,D15,yPMK295_LT,LJI308_0.5,E05,107.863,CV1,1.313,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJI308,3146,D15,yPJF520_LT1,LJI308_0.5,E05,84.948,CV1,-0.593,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJI308,3039,D15,yPMK295_LT,LJI308_5,B05,103.824,CV1,0.647,5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJI308,3145,D15,yPDB516_LT1,LJI308_0.5,E05,57.761,CV2,-2.192,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJI308,3038,D15,yPJF520_LT1,LJI308_5,B05,137.999,HI,1.545,5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
LJI308,3037,D15,yPDB516_LT1,LJI308_5,B05,104.264,CV1,-0.194,5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
PF-4708671,1137,D06,yPMK295_LT,PF-4708671_5,C07,16.31,LC,-6.571,5,Hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
PF-4708671,1135,D06,yPDB516_LT1,PF-4708671_5,C07,24.525,LC,-4.655,5,Hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
PF-4708671,1245,D06,yPMK295_LT,PF-4708671_0.5,F07,103.232,CV1,-0.049,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
PF-4708671,1244,D06,yPJF520_LT1,PF-4708671_0.5,F07,106.679,CV1,0.629,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
PF-4708671,1243,D06,yPDB516_LT1,PF-4708671_0.5,F07,101.774,CV1,0.124,0.5,No hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
PF-4708671,1136,D06,yPJF520_LT1,PF-4708671_5,C07,11.184,LC,-8.753,5,Hit,PI3K Akt mTOR,S6 Kinase,RSK/SGK,PIK3/mTOR/AKT Pathway
GSK650394,2585,D12,yPJF520_LT1,GSK650394_0.5,G10,98.159,CV1,0.294,0.5,No hit,Others,SGK,RSK/SGK,PIK3/mTOR/AKT Pathway
GSK650394,2477,D12,yPJF520_LT1,GSK650394_5,D10,62.647,CV2,-2.585,5,No hit,Others,SGK,RSK/SGK,PIK3/mTOR/AKT Pathway
GSK650394,2476,D12,yPDB516_LT1,GSK650394_5,D10,70.931,CV2,-3.827,5,No hit,Others,SGK,RSK/SGK,PIK3/mTOR/AKT Pathway
GSK650394,2586,D12,yPMK295_LT,GSK650394_0.5,G10,100.903,CV1,-0.755,0.5,No hit,Others,SGK,RSK/SGK,PIK3/mTOR/AKT Pathway
GSK650394,2584,D12,yPDB516_LT1,GSK650394_0.5,G10,90.132,CV1,-1.417,0.5,No hit,Others,SGK,RSK/SGK,PIK3/mTOR/AKT Pathway
GSK650394,2478,D12,yPMK295_LT,GSK650394_5,D10,107.838,CV1,0.775,5,No hit,Others,SGK,RSK/SGK,PIK3/mTOR/AKT Pathway
